MAL_ID,Name,Score,Genres,English name,Type,Episodes,Studios,Rating,Ranked,Popularity
32005,detective conan movie 20: the darkest nightmare,8.17,"Action, Mystery, Police, Shounen",Unknown,Movie,1,TMS Entertainment,G - All Ages,334.0,3085
32010,"eikoku ikka, nihon wo taberu: english ikka, shougatsu wo taberu",Unknown,"Comedy, Slice of Life",Sushi and Beyond:An English Family Eats New Year's,Special,1,Unknown,G - All Ages,13883.0,13828
32011,hakuouki: otogisoushi,6.61,"Fantasy, Historical, Josei, Samurai",Unknown,TV,12,DLE,PG-13 - Teens 13 or older,5343.0,6335
32012,utakata overdrive,Unknown,"Fantasy, Music",Unknown,OVA,1,Unknown,Unknown,Unknown,8936
32013,oshiete! galko-chan,7.11,"Slice of Life, Comedy, School",Please tell me! Galko-chan,TV,12,feel.,PG-13 - Teens 13 or older,3170.0,1077
32014,shimajirou to ehon no kuni,Unknown,"Action, Comedy, Fantasy, Kids",Unknown,Movie,1,TOHO animation,G - All Ages,11943.0,15244
32015,ajin ova,7.25,"Action, Mystery, Horror, Supernatural, Seinen",Unknown,OVA,2,Polygon Pictures,R - 17+ (violence & profanity),2562.0,2597
32016,secret journey,6.25,"Hentai, Comedy, Supernatural, Fantasy",Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,5776
32023,bubuki buranki,6.3,"Action, Sci-Fi, Drama, Mecha",BBK/BRNK,TV,12,SANZIGEN,PG-13 - Teens 13 or older,6867.0,1851
32026,osomatsu-san special,7.43,"Comedy, Parody",Mr. Osomatsu Episode 3.5:Virgin Heroes,Special,1,Studio Pierrot,PG-13 - Teens 13 or older,1793.0,4860
32030,memories melodies,7.09,Music,Unknown,Music,1,Bones,G - All Ages,3266.0,8224
32031,leopard eyes,6.67,Music,Unknown,Music,1,NAZ,G - All Ages,5064.0,8692
32032,seikaisuru kado,6.81,Sci-Fi,KADO:The Right Answer,TV,12,Toei Animation,PG-13 - Teens 13 or older,4391.0,1473
32034,soukyuu no fafner: dead aggressor - exodus special,7.01,"Action, Military, Sci-Fi, Drama, Mecha",Unknown,Special,1,"Xebec, I.Gzwei",PG-13 - Teens 13 or older,3592.0,9524
32038,show by rock!! #,7.03,"Music, Comedy",Show By Rock!! 2,TV,12,Bones,PG-13 - Teens 13 or older,3543.0,3334
32039,show by rock!! short!!,6.42,"Music, Comedy",Show By Rock!! Short!!,TV,12,Bones,PG-13 - Teens 13 or older,6347.0,4705
32041,mori no densetsu: dai ni gakushou,6.14,Fantasy,Unknown,Movie,1,Tezuka Productions,G - All Ages,7609.0,11758
32051,one piece: adventure of nebulandia,7.3,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Unknown,Special,1,Toei Animation,PG-13 - Teens 13 or older,2340.0,3240
32058,four seasons: fuuka to nanami,5.19,Cars,Four Seasons:Fuuka and Nanami,ONA,1,Shimogumi,G - All Ages,10342.0,10245
32059,master of torque 3,5.53,"Action, Sci-Fi",Unknown,ONA,1,Shimogumi,G - All Ages,9608.0,12423
32063,kyonyuu hitozuma onna kyoushi saimin,7.03,Hentai,Unknown,OVA,2,T-Rex,Rx - Hentai,Unknown,5568
32065,kimi no sumu machi,6.02,Comedy,Unknown,Special,1,J.C.Staff,G - All Ages,8168.0,10326
32071,gantz:o,7.45,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi, Seinen",Unknown,Movie,1,Digital Frontier,R+ - Mild Nudity,1742.0,1809
32073,otoshidama,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11441.0,16245
32074,sowa sowa calendar,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,12222.0,15885
32083,luck & logic,6.1,"Action, Fantasy",Luck & Logic,TV,12,Doga Kobo,PG-13 - Teens 13 or older,7814.0,1502
32084,"watashitachi, luck logic-bu!",5.39,"Game, Comedy, School",Unknown,TV,12,Doga Kobo,PG-13 - Teens 13 or older,9945.0,7144
32086,blame! movie,7.14,"Action, Sci-Fi, Psychological, Drama, Mecha, Seinen",Unknown,Movie,1,Polygon Pictures,PG-13 - Teens 13 or older,3036.0,1644
32087,osomatsu-kun (1988): appare! chibita no onitaiji zansu,Unknown,Comedy,Unknown,Special,1,Studio Pierrot,G - All Ages,11426.0,11880
32088,osomatsu-kun: iyami wa hitori kaze no naka,Unknown,"Comedy, Historical",Unknown,OVA,1,Studio Pierrot,G - All Ages,11425.0,11827
32092,juicy jungle,5.09,"Sci-Fi, Music",Unknown,Music,1,Unknown,G - All Ages,10507.0,14920
32093,tanaka-kun wa itsumo kedaruge,7.9,"Slice of Life, Comedy, School",Tanaka-kun is Always Listless,TV,12,SILVER LINK.,PG-13 - Teens 13 or older,681.0,446
32094,reikenzan: hoshikuzu-tachi no utage,7.11,"Comedy, Magic, Fantasy",Unknown,TV,12,Studio Deen,PG-13 - Teens 13 or older,3170.0,1719
32105,sousei no onmyouji,7.32,"Action, Supernatural, Romance, Fantasy, Shounen",Twin Star Exorcists,TV,50,Studio Pierrot,PG-13 - Teens 13 or older,2267.0,356
32107,itoshi no muco ova,Unknown,"Comedy, Slice of Life",Lovely Muuuuuuuco! OVA,OVA,1,Unknown,G - All Ages,14633.0,13085
32108,digimon adventure tri. 2: ketsui,7.51,"Action, Adventure, Comedy, Drama",Digimon Adventure tri. Determination,Movie,1,Toei Animation,PG-13 - Teens 13 or older,1552.0,1838
32122,gintama°: umai-mono wa atomawashi ni suru to yokodorisareru kara yappari saki ni kue,8.11,"Action, Comedy, Historical, Parody, Samurai, Shounen",Unknown,Special,1,Bandai Namco Pictures,PG-13 - Teens 13 or older,397.0,3299
32133,kemushi no boro,6.71,Kids,Unknown,Movie,1,Studio Ghibli,G - All Ages,4862.0,8438
32136,narara superboard,Unknown,"Action, Adventure, Comedy",The Flying Superboard,TV,54,Unknown,PG - Children,11056.0,14232
32139,dušan,5.88,"Music, Dementia, Psychological",Unknown,Music,1,Unknown,PG-13 - Teens 13 or older,8571.0,9931
32142,takemoto denki x peeping life,Unknown,"Comedy, Slice of Life",Unknown,ONA,1,Unknown,G - All Ages,12347.0,13624
32143,peeping life x kaijuu sakaba kaiji: kaijuu-tachi ga iru tokoro,Unknown,"Slice of Life, Comedy, Supernatural",Unknown,OVA,9,Unknown,G - All Ages,11515.0,13581
32144,toshi souzou gakubu shoukai,Unknown,Slice of Life,Unknown,ONA,2,Unknown,G - All Ages,12589.0,13042
32145,peeping life: the perfect extension specials,Unknown,"Comedy, Slice of Life",Unknown,Special,2,Unknown,G - All Ages,11491.0,14011
32146,peeping life: tv asahi josei announcer collab,Unknown,"Comedy, Slice of Life",Unknown,Special,1,Unknown,G - All Ages,11524.0,13391
32147,peeping life x kids station,Unknown,"Comedy, Slice of Life",Unknown,Special,3,Unknown,G - All Ages,11504.0,14100
32148,ps3® no tsukai kata: feat.peeping life,Unknown,"Slice of Life, Comedy",Unknown,OVA,6,Unknown,G - All Ages,11641.0,13479
32149,tatsunoko pro x peeping life,Unknown,"Comedy, Slice of Life",Unknown,ONA,2,Unknown,G - All Ages,12382.0,13899
32150,ai to shi,5.51,Action,Unknown,Special,1,Unknown,G - All Ages,9637.0,12580
32151,senki zesshou symphogear gx: senki zesshou shinai symphogear,6.91,"Sci-Fi, Music, Slice of Life, Comedy",Unknown,Special,4,Satelight,PG-13 - Teens 13 or older,3973.0,6363
32152,closers: side blacklambs,6.4,"Game, Fantasy",Closers:Side Blacklambs,ONA,12,Studio Animal,PG - Children,6402.0,3983
32153,mahou shoujo madoka★magica: concept movie,7.11,"Drama, Magic, Psychological, Thriller",Puella Magi Madoka Magica Concept Movie,Movie,1,Shaft,PG-13 - Teens 13 or older,3179.0,3580
32158,mobile suit gundam-san (movie),5.82,"Comedy, Parody, Mecha",Unknown,Movie,10,Sunrise,PG-13 - Teens 13 or older,8786.0,10822
32160,precure all stars movie: minna de utau♪ - kiseki no mahou,6.9,"Action, Music, Comedy, Magic, Fantasy, Shoujo",Unknown,Movie,1,Toei Animation,G - All Ages,4010.0,8266
32166,obaachan no takaramono,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11265.0,16277
32167,tenkousei wa uchuujin,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,12439.0,15705
32171,ange vierge,6.03,"Adventure, Magic, Fantasy, School",Unknown,TV,12,SILVER LINK.,R+ - Mild Nudity,8086.0,2402
32174,"the idolm@ster cinderella girls: anytime, anywhere with cinderella.",7.3,"Comedy, Drama, Music","THE IDOLM@STER CINDERELLA GIRLS:Anytime, Anywhere with Cinderella.",Special,1,A-1 Pictures,PG-13 - Teens 13 or older,2354.0,5674
32175,shounen maid,7.3,"Comedy, Shoujo, Slice of Life",Shonen Maid,TV,12,8bit,PG-13 - Teens 13 or older,2346.0,1911
32182,mob psycho 100,8.49,"Action, Slice of Life, Comedy, Supernatural",Mob Psycho 100,TV,12,Bones,PG-13 - Teens 13 or older,109.0,40
32188,steins;gate: kyoukaimenjou no missing link - divide by zero,8.26,"Sci-Fi, Thriller",Unknown,Special,1,White Fox,PG-13 - Teens 13 or older,254.0,837
32189,danganronpa 3: the end of kibougamine gakuen - mirai-hen,7.36,"Action, Mystery, Horror, Psychological",Danganronpa 3:The End of Hope's Peak High School - Future Arc,TV,12,Lerche,R - 17+ (violence & profanity),2057.0,572
32190,omoi no kakera,6.53,"Slice of Life, Sports",Unknown,Special,1,Gaina,PG-13 - Teens 13 or older,5720.0,6343
32191,okitegami kyouko no bibouroku x monogatari,5.78,Supernatural,Unknown,ONA,1,Shaft,PG - Children,8922.0,5485
32195,junjou shoujo et cetera specials,6.16,Hentai,Unknown,Special,2,Studio 1st,Rx - Hentai,Unknown,10115
32197,kaijuu sakaba kanpai! specials,Unknown,Comedy,Unknown,Special,13,DLE,PG - Children,14788.0,14937
32202,kimi ni maji kyun!,6.63,"Magic, Music, Romance, School",Unknown,OVA,1,Sunrise,PG-13 - Teens 13 or older,5263.0,6986
32212,ensemble stars!,6.83,"Music, School",Unknown,TV,24,David Production,PG-13 - Teens 13 or older,4306.0,3018
32214,koukaku no pandora,6.53,"Action, Sci-Fi, Comedy, Ecchi",Pandora in the Crimson Shell,TV,12,"Studio Gokumi, AXsiZ",PG-13 - Teens 13 or older,5739.0,2549
32215,high school dxd born: yomigaeranai fushichou,7.44,"Action, Ecchi, Comedy, Harem, Romance, Demons, School",Unknown,OVA,1,TNK,R+ - Mild Nudity,1763.0,1493
32218,choujikuu seiki orguss memorial,Unknown,"Action, Sci-Fi, Adventure, Romance, Mecha",Unknown,OVA,2,Artland,PG-13 - Teens 13 or older,13674.0,13202
32219,raldessia chronicles,5.42,"Action, Adventure, Music",Raldessia Chronicles,ONA,1,Unknown,G - All Ages,9868.0,12335
32221,robocar poli 2,Unknown,"Cars, Police, Kids",Unknown,TV,26,Unknown,G - All Ages,11731.0,14546
32222,youkai watch movie 3: soratobu kujira to double sekai no daibouken da nyan!,6.34,"Comedy, Kids, Supernatural",Unknown,Movie,1,OLM,G - All Ages,6693.0,10301
32224,mako-chan no koutsuu anzen,Unknown,"Drama, Kids",Unknown,Movie,1,Unknown,G - All Ages,15389.0,15836
32225,onpu,Unknown,"Kids, Music",Unknown,Movie,1,Unknown,G - All Ages,11349.0,16000
32226,shuugou no kangae,Unknown,"Dementia, Kids",Unknown,Movie,1,Unknown,G - All Ages,12057.0,15637
32227,inemuri buu-chan,Unknown,Kids,Unknown,Movie,1,Unknown,G - All Ages,14607.0,15436
32228,teekyuu 7,6.68,"Comedy, Shounen, Sports",Teekyu 7,TV,12,Millepensee,PG-13 - Teens 13 or older,5024.0,4404
32229,ojiichan no komoriuta,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11308.0,16331
32230,xi you ji,6.89,"Adventure, Fantasy",Journey to the West:Legends of the Monkey King,TV,52,Unknown,PG - Children,4095.0,11925
32233,micchiri neko march,7.38,Music,Unknown,Music,1,Unknown,G - All Ages,2007.0,8867
32237,burutabu-chan,Unknown,"Comedy, Fantasy, Magic",Unknown,TV,Unknown,Unknown,PG-13 - Teens 13 or older,13517.0,15418
32238,"watashi wa, kairaku izonshou",6.2,Hentai,Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,7112
32239,shinsei: futanari idol - dekatama-kei!,6.6,Hentai,Unknown,OVA,2,Studio 9 MAiami,Rx - Hentai,Unknown,5812
32240,code geass: boukoku no akito 4 - nikushimi no kioku kara picture drama,6.7,"Military, Comedy, Ecchi",Unknown,Special,1,Unknown,PG-13 - Teens 13 or older,4881.0,5624
32245,kuromukuro,7.21,"Action, Sci-Fi, Mecha",Kuromukuro,TV,26,P.A. Works,R - 17+ (violence & profanity),2745.0,1291
32247,tekkon kinkreet pilot,4.77,"Action, Adventure, Psychological, Supernatural",Unknown,Special,1,Unknown,G - All Ages,10766.0,9915
32248,masamune datenicle,5.95,"Action, Historical, Super Power, Samurai",Unknown,ONA,6,"Gainax, Gaina",PG-13 - Teens 13 or older,8384.0,7621
32251,mirai e no kakehashi: bridge for future,Unknown,Slice of Life,Unknown,ONA,6,Gaina,G - All Ages,15599.0,11734
32252,japonese,Unknown,Comedy,Unknown,Movie,1,Unknown,G - All Ages,14665.0,16503
32253,ama gli animali,Unknown,Kids,Love the Animals,Movie,1,Unknown,G - All Ages,13265.0,15742
32254,ijigen gattai mojibakeru z,Unknown,"Game, Kids",Unknown,ONA,1,Unknown,G - All Ages,14580.0,15372
32255,ashita kirarin,Unknown,"Drama, Kids",Unknown,OVA,1,Animation Staff Room,G - All Ages,13326.0,14544
32256,mahou no tenshi creamy mami: zutto kitto motto,5.87,"Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo",Unknown,Music,1,Studio Pierrot,G - All Ages,8632.0,12041
32257,mahou no tenshi creamy mami no otogibanashi,Unknown,"Fantasy, Magic, Shoujo",Unknown,Special,1,Unknown,G - All Ages,15373.0,12870
32259,mahou no tenshi creamy mami: perfect memory,Unknown,"Parody, Shoujo, Slice of Life",Unknown,OVA,1,Unknown,G - All Ages,15374.0,12857
32262,renai boukun,6.7,"Harem, Comedy, Supernatural, Romance, Ecchi, School",Love Tyrant,TV,12,EMT Squared,PG-13 - Teens 13 or older,4915.0,548
32264,dear brave,6.23,"Music, Romance",Unknown,Music,1,Unknown,G - All Ages,7222.0,9699
32267,kowaremono: risa the animation,6.52,Hentai,Unknown,OVA,1,Studio 1st,Rx - Hentai,Unknown,5741
32268,koyomimonogatari,7.68,"Comedy, Mystery, Supernatural",Unknown,ONA,12,Shaft,R - 17+ (violence & profanity),1081.0,824
32269,xiyue qi tong,Unknown,"Action, Adventure, Fantasy",Saving Mother,Movie,1,Unknown,G - All Ages,12935.0,15674
32270,xiyue qi tong (2006),Unknown,"Action, Adventure, Fantasy",Saving Mother,Movie,1,Unknown,G - All Ages,12919.0,15840
32271,dies irae,5.38,"Action, Military, Super Power, Magic",Dies irae,TV,11,A.C.G.T.,R - 17+ (violence & profanity),9958.0,1272
32274,ketsuekigata-kun! 4,6.34,Comedy,Unknown,TV,12,"feel., Zexcs",PG-13 - Teens 13 or older,6673.0,8172
32275,nar doma special,Unknown,Comedy,Unknown,Special,1,Kachidoki Studio,PG-13 - Teens 13 or older,11082.0,14953
32276,nar doma manner movie,Unknown,Comedy,Unknown,Movie,1,Kachidoki Studio,G - All Ages,11047.0,15085
32281,kimi no na wa.,8.96,"Romance, Supernatural, School, Drama",Your Name.,Movie,1,CoMix Wave Films,PG-13 - Teens 13 or older,16.0,11
32282,shokugeki no souma: ni no sara,8.21,"Ecchi, School, Shounen",Food Wars! The Second Plate,TV,13,J.C.Staff,PG-13 - Teens 13 or older,297.0,106
32287,kanamewo,6.69,"Romance, Supernatural, Drama, Shoujo Ai",Unknown,ONA,1,Unknown,PG-13 - Teens 13 or older,4947.0,4494
32288,jingle,4.85,Fantasy,Unknown,ONA,1,Unknown,G - All Ages,10735.0,11599
32289,anison nippon,5.22,"Action, Sci-Fi, Music",Unknown,ONA,1,Unknown,G - All Ages,10293.0,11062
32291,kakegae no,5.03,Drama,Unknown,ONA,1,Unknown,PG - Children,10571.0,12777
32293,kerorinpasu,4.67,Music,Unknown,ONA,1,Unknown,G - All Ages,10859.0,12964
32294,ai (ona),2.61,Romance,Unknown,ONA,1,Unknown,G - All Ages,11068.0,7874
32295,ai sky tree 21,4.56,Action,Unknown,ONA,1,Unknown,G - All Ages,10916.0,11836
32296,present made no michinori,4.93,"Action, Music",Unknown,ONA,1,Unknown,PG - Children,10666.0,11852
32297,tenkou kotofumi,5.35,"Music, Fantasy",Unknown,ONA,1,Unknown,PG - Children,10043.0,12908
32298,nakanaori,4.9,"Action, Samurai",Reconciliation,ONA,1,Unknown,PG - Children,10692.0,11973
32301,active raid: kidou kyoushuushitsu dai hachi gakari 2nd,6.38,"Sci-Fi, Comedy, Police, Mecha",Active Raid Second,TV,12,Production IMS,PG-13 - Teens 13 or older,6505.0,3809
32309,tabi machi late show,6.22,"Slice of Life, Drama",Unknown,TV,4,CoMix Wave Films,PG - Children,7265.0,5336
32310,"letchu, getchu, saru getchu episode 0",Unknown,Comedy,Unknown,Special,1,Unknown,PG - Children,15291.0,15557
32311,beautiful world,6.56,"Action, Drama, Mecha, Music, Sci-Fi",Unknown,Music,1,Khara,G - All Ages,5582.0,6320
32313,concrete revolutio: choujin gensou - the last song,7.05,"Action, Sci-Fi, Mystery, Super Power, Demons, Supernatural, Drama, Fantasy",Unknown,TV,11,Bones,R+ - Mild Nudity,3454.0,2974
32316,mahou shoujo lyrical nanoha: the movie 2nd a's mini picture drama,6.05,"Comedy, Parody, Magic",Unknown,Special,2,Unknown,PG-13 - Teens 13 or older,8054.0,10051
32321,lupin iii (2015): italian game,6.47,"Action, Adventure, Comedy, Seinen",Unknown,Special,1,TMS Entertainment,PG-13 - Teens 13 or older,6074.0,7144
32322,futari wa 80-sai,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,14007.0,15607
32323,aishen qiaokeli-ing...,6.99,"Harem, Comedy, Romance, School",Unknown,ONA,15,B.CMAY PICTURES,PG-13 - Teens 13 or older,3659.0,2112
32324,major 2nd,6.65,"Sports, Shounen",Unknown,Special,1,Unknown,G - All Ages,5140.0,8510
32338,yes! bang_dream!,6.59,Music,Unknown,Music,1,"Xebec, Issen",PG-13 - Teens 13 or older,5422.0,8003
32343,subarashii sekai,5.97,"Music, Fantasy",The Wonderful World,Music,1,Unknown,G - All Ages,8319.0,12169
32344,nana-iro megane,5.11,Music,nanairomegane,Music,1,Unknown,G - All Ages,10464.0,13870
32345,celebration and chorale,5.62,Music,celebration and chorale,Movie,1,Unknown,G - All Ages,9338.0,13292
32346,makemagic,5.41,"Music, Fantasy",Unknown,Music,1,Unknown,G - All Ages,9902.0,11970
32349,hot minute: gudetama,5.84,"Comedy, Kids",Hot Minute:Gudetama,Special,1,Unknown,G - All Ages,8722.0,11018
32353,bonobono (tv 2016),6.36,"Slice of Life, Comedy",Bono Bono,TV,Unknown,Eiken,G - All Ages,6585.0,8479
32355,toshi densetsu series,7.39,Hentai,Unknown,OVA,6,Unknown,Rx - Hentai,Unknown,3418
32359,pokemon xy&z: subete no nazo wo tokiakase!,6.56,"Action, Adventure, Fantasy, Kids",Unknown,Special,1,OLM,PG - Children,5555.0,7575
32360,qualidea code,6.51,"Action, Magic, Supernatural",Unknown,TV,12,A-1 Pictures,PG-13 - Teens 13 or older,5831.0,1088
32365,boruto: naruto the movie - naruto ga hokage ni natta hi,7.4,"Action, Comedy, Super Power, Martial Arts, Shounen",Unknown,Special,1,Studio Pierrot,PG-13 - Teens 13 or older,1893.0,1729
32366,gintama°: aizome kaori-hen,8.41,"Comedy, Parody",Unknown,OVA,2,Bandai Namco Pictures,PG-13 - Teens 13 or older,146.0,2020
32369,silk road shounen yuuto: toki wo kakeru shounen yuuto no hyouryuu nikki,Unknown,"Adventure, Fantasy, Historical",Unknown,Special,1,OLM,G - All Ages,12093.0,15463
32370,d.gray-man hallow,7.75,"Action, Adventure, Super Power, Demons, Shounen",D.Gray-man HALLOW,TV,13,TMS Entertainment,R - 17+ (violence & profanity),922.0,953
32376,kindaichi shounen no jikenbo returns 2nd season: akechi keibu no jikenbo,7.14,"Mystery, Shounen",Unknown,Special,1,Toei Animation,R - 17+ (violence & profanity),3033.0,9543
32377,azure nihon data center,5.14,Action,Unknown,ONA,1,Unknown,G - All Ages,10399.0,9880
32379,berserk,6.39,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",Berserk,TV,12,"Millepensee, GEMBA",R+ - Mild Nudity,6438.0,574
32380,kono subarashii sekai ni shukufuku wo!: kono subarashii choker ni shukufuku wo!,7.86,"Adventure, Comedy, Supernatural, Magic, Fantasy",Unknown,OVA,1,Studio Deen,PG-13 - Teens 13 or older,725.0,521
32382,"wake up, girls! no miyagi pr yarasete kudasai!",6.04,Drama,Unknown,Special,1,Ordet,PG-13 - Teens 13 or older,8072.0,9046
32383,osomatsu-san short film series,6.53,"Comedy, Parody",Mr. Osomatsu Short Film Series,Special,7,10Gauge,PG-13 - Teens 13 or older,5713.0,6236
32384,the new a-class.: next stage with you,4.94,"Cars, Music",Unknown,ONA,1,Unknown,G - All Ages,10643.0,10289
32385,project hal,5.86,"Action, Mecha",Unknown,ONA,3,Unknown,G - All Ages,8646.0,11865
32388,undouki kenshin manual taiou taisou,Unknown,Kids,Unknown,Special,1,Kachidoki Studio,G - All Ages,12695.0,15177
32397,saga-ken wo meguru animation,6.05,Slice of Life,Animated Journey Through Saga Prefecture,Movie,4,"Seven Arcs, Seven Arcs Pictures",G - All Ages,8003.0,9286
32400,kochinpa!,4.28,Comedy,Unknown,TV,12,Unknown,G - All Ages,10950.0,9139
32402,mim mam mint,Unknown,Comedy,Unknown,TV,4,Kachidoki Studio,G - All Ages,15542.0,12985
32405,marshmallow★imouto★succubus★,6.86,Hentai,Unknown,OVA,2,T-Rex,Rx - Hentai,Unknown,5412
32407,clockwork planet,6.47,"Fantasy, Sci-Fi",Clockwork Planet,TV,12,Xebec,PG-13 - Teens 13 or older,6063.0,1133
32408,"kinyoru, abe reiji: heikinteki na salaryman no ijou na nichijou (ona)",Unknown,"Cars, Comedy",Unknown,ONA,2,Unknown,G - All Ages,15027.0,14225
32409,shinmai maou no testament burst specials,6.83,"Comedy, Demons, Ecchi",Unknown,Special,5,Production IMS,R+ - Mild Nudity,4301.0,3372
32410,dimension w: w no tobira online - rose no onayami soudanshitsu,5.7,"Sci-Fi, Seinen",Dimension W:W Gate Online - Rose's Counseling Room,Special,5,Studio 3Hz,G - All Ages,9160.0,4960
32412,kigyou senshi arslan,6.56,"Comedy, Parody",Corporate Warrior Arslan,Special,6,Unknown,PG - Children,5595.0,6287
32415,garo: honoo no kokuin - home,6.8,"Action, Demons, Supernatural, Magic, Fantasy",GARO:THE ANIMATION - HOME,Special,1,MAPPA,PG-13 - Teens 13 or older,4430.0,5125
32417,chibinacs,Unknown,Comedy,Unknown,TV,25,Unknown,G - All Ages,13616.0,15819
32418,chibinacs 2.0,Unknown,Comedy,Unknown,TV,25,Unknown,G - All Ages,13614.0,15795
32419,chibinacs 3,Unknown,Comedy,Unknown,TV,25,Unknown,G - All Ages,13617.0,15623
32420,ken-chan,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,14939.0,16490
32421,aikodesho,5.14,"Music, Kids",Unknown,Music,1,Asahi Production,G - All Ages,10400.0,13939
32422,joukyuusei,6.29,"Music, Kids, Romance, School",Unknown,Music,1,Unknown,G - All Ages,6965.0,12729
32423,pretty x cation the animation,7.16,Hentai,Unknown,OVA,2,T-Rex,Rx - Hentai,Unknown,5069
32430,kodanuki ponpo,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,15101.0,15481
32437,one piece: long ring long land-hen,6.74,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",Unknown,Special,1,Toei Animation,PG-13 - Teens 13 or older,4723.0,5704
32438,mayoiga,5.53,"Mystery, Comedy, Horror, Psychological, Drama",The Lost Village,TV,12,Diomedéa,R - 17+ (violence & profanity),9609.0,787
32446,monster generation,6.69,Music,Unknown,Music,1,NAZ,G - All Ages,4974.0,8742
32447,nora to oujo to noraneko heart,5.39,"Comedy, Ecchi","Nora, Princess, and Stray Cat",TV,11,"W-Toon Studio, DMM.futureworks",PG-13 - Teens 13 or older,9930.0,2653
32448,kirin ashita no calendar,Unknown,"Historical, Kids",Unknown,TV,1306,Unknown,G - All Ages,15049.0,13149
32454,usakame,5.8,"Slice of Life, Comedy, Sports, Shounen",Usakame,TV,12,Millepensee,PG-13 - Teens 13 or older,8851.0,4845
32455,gekidol,5.76,Music,Gekidol,TV,12,Hoods Entertainment,Unknown,8985.0,5220
32461,mitsuami no kamisama,6.78,"Slice of Life, Drama, Seinen",Pigtails,Movie,1,Production I.G,G - All Ages,4558.0,7728
32467,under the dog: anthea-chan,4.63,"Action, Comedy, Parody",UNDER THE DOG Anthea-chan,ONA,1,Kinema Citrus,PG-13 - Teens 13 or older,10868.0,7168
32468,nirvana,6.86,Music,Unknown,Music,1,Unknown,G - All Ages,4197.0,5896
32472,okoru yo!,Unknown,"Kids, Music",Unknown,Music,1,Unknown,G - All Ages,11328.0,16452
32473,kabocha no oji-san,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,14748.0,15898
32475,minami no kuni kara kita tegami,Unknown,"Music, Kids",Unknown,Music,1,Unknown,G - All Ages,15553.0,16238
32476,love live! the school idol movie: gekijou manner cm,6.33,Comedy,Unknown,Movie,4,Unknown,G - All Ages,6752.0,7137
32481,love live! kouhaku special anime,6.36,Music,Unknown,Special,1,Sunrise,PG - Children,6614.0,6930
32483,cheer danshi!!,6.71,"Sports, Drama, School",Cheer Boys!!,TV,12,Brain's Base,PG-13 - Teens 13 or older,4850.0,2163
32484,a-size classmate,5.74,Hentai,Unknown,OVA,2,Unknown,Rx - Hentai,Unknown,5657
32485,prison school: mad wax,7.46,"Comedy, Romance, Ecchi, School, Seinen",Unknown,OVA,1,J.C.Staff,R+ - Mild Nudity,1711.0,1326
32491,kanojo to kanojo no neko: everything flows,7.7,"Slice of Life, Psychological, Romance",Unknown,TV,4,LIDENFILMS,G - All Ages,1038.0,1473
32494,days (tv),7.2,"Sports, School, Shounen",Days,TV,24,MAPPA,PG-13 - Teens 13 or older,2759.0,1300
32502,blazblue: alter memory specials,6.14,Comedy,Unknown,Special,6,"Hoods Entertainment, teamKG",PG-13 - Teens 13 or older,7610.0,7796
32503,"kemeko deluxe!: izumi-chan, fukenkou yo! (kari)",6.11,Ecchi,Unknown,Special,1,Hal Film Maker,PG-13 - Teens 13 or older,7775.0,10080
32511,girls & panzer: nihon senshadou renmei news,6.7,Comedy,Unknown,Special,2,Actas,PG-13 - Teens 13 or older,4888.0,7141
32518,shoujo kara shoujo e...,6.93,Hentai,Unknown,OVA,2,BreakBottle,Rx - Hentai,Unknown,6130
32521,super mario world: mario to yoshi no bouken land,5.26,"Game, Comedy, Kids",Unknown,OVA,1,Unknown,G - All Ages,10227.0,10522
32526,love live! sunshine!!,7.4,"Music, Slice of Life, School",Love Live! Sunshine!!,TV,13,Sunrise,PG-13 - Teens 13 or older,1905.0,1059
32534,xiyouji zhi dasheng guilai,6.77,"Adventure, Historical, Supernatural, Martial Arts, Fantasy",Monkey King:Hero Is Back,Movie,1,October Media,PG-13 - Teens 13 or older,4605.0,8801
32542,sakamoto desu ga?,7.59,"Slice of Life, Comedy, School, Seinen",Haven't You Heard? I'm Sakamoto,TV,12,Studio Deen,PG-13 - Teens 13 or older,1298.0,209
